Institute,Course,State,Category,Quota,Course_Type,Institute_Type,Annual_Fees,Stipend_Year1,Bond_Years,Bond_Amount,Total_Beds
"SP MED COLL, BIKANER",IHBT,RAJASTHAN,EWS,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",IHBT,RAJASTHAN,SC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",IHBT,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",IHBT,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",IHBT,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"MGMCH, SITAPUR, JAIPUR",LAB MEDICINE,RAJASTHAN,GENERAL,Management,Para Clinical,Unknown,1000000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",LAB MEDICINE,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,1000000.0,55000.0,0.0,0.0,1400.0
"GEETANJALI, UDAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,Management,Para Clinical,Unknown,600000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,600000.0,,0.0,0.0,1310.0
"GOVT MED COLL, BHARATPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHARATPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHARATPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHARATPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,EWS,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,SC,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, BHILWARA",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, KOTA",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, PALI",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Government,868200.0,82800.0,2.0,2500000.0,
JAIPUR NATIONAL UNIV IMS,MICROBIOLOGY,RAJASTHAN,GENERAL,Management,Para Clinical,Unknown,800000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,800000.0,,0.0,0.0,810.0
"JHALAWAR MED COLL, JHALAWAR",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JLNMC, AJMER",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",MICROBIOLOGY,RAJASTHAN,SC,State Government,Para Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"MGMCH, SITAPUR, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,Management,Para Clinical,Unknown,600000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,600000.0,55000.0,0.0,0.0,1400.0
"NATIONAL IMSR, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,Management,Para Clinical,Unknown,20000.0,50000.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,20000.0,50000.0,0.0,0.0,1130.0
"RNT, UDAIPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RUHS, JAIPUR",MICROBIOLOGY,RAJASTHAN,SC,State Government,Para Clinical,Unknown,30491.0,82800.0,2.0,2500000.0,300.0
"RUHS, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,30491.0,82800.0,2.0,2500000.0,300.0
"RUHS, JAIPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,30491.0,82800.0,2.0,2500000.0,300.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,EWS,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,SC,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SNMC, JODHPUR",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",MICROBIOLOGY,RAJASTHAN,SC,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SP MED COLL, BIKANER",MICROBIOLOGY,RAJASTHAN,GENERAL,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",MICROBIOLOGY,RAJASTHAN,OBC,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",MICROBIOLOGY,RAJASTHAN,ST,State Government,Para Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"MGMCH, SITAPUR, JAIPUR",NUCLEAR MEDICINE,RAJASTHAN,GENERAL,Management,Clinical,Unknown,2700000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",NUCLEAR MEDICINE,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,2700000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",NUCLEAR MEDICINE,RAJASTHAN,OBC,State Government,Clinical,Unknown,2700000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",NUCLEAR MEDICINE,RAJASTHAN,GENERAL,Management,Clinical,Unknown,5600000.0,55000.0,0.0,0.0,1400.0
"AMERICAN INTL IMS, BEDWAS",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"AMERICAN INTL IMS, BEDWAS",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"AMERICAN INTL IMS, BEDWAS",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"AMERICAN INTL IMS, BEDWAS",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"AMERICAN INTL IMS, BEDWAS",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,7000000.0,20000.0,0.0,0.0,700.0
"ANANTA IMS  RC, RAJSAMAND",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,8000000.0,25000.0,0.0,0.0,775.0
"GEETANJALI, UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,6500000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,6500000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,6500000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,8125000.0,,0.0,0.0,1310.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,OBC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,SC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,ST,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,OBC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OBG,RAJASTHAN,EWS,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, PALI",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OBG,RAJASTHAN,OBC,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OBG,RAJASTHAN,SC,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
JAIPUR NATIONAL UNIV IMS,OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,5900000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,5900000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,5900000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,5900000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,6500000.0,,0.0,0.0,810.0
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,88265.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,868200.0,82800.0,2.0,2500000.0,
"JHALAWAR MED COLL, JHALAWAR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,868200.0,82800.0,2.0,2500000.0,
"JLNMC, AJMER",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,4850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,6850000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,6850000.0,55000.0,0.0,0.0,1400.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,5500000.0,55200.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,5500000.0,55200.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,5500000.0,55200.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,5500000.0,55200.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,5500000.0,55200.0,0.0,0.0,1130.0
"NATIONAL IMSR, JAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,6500000.0,55200.0,0.0,0.0,1130.0
"PIMS(PACIFIC), UMARDA, UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,9000000.0,,0.0,0.0,750.0
"PIMS(PACIFIC), UMARDA, UDAIPUR",OBG,RAJASTHAN,OBC,Management,Clinical,Unknown,9000000.0,,0.0,0.0,750.0
"PIMS(PACIFIC), UMARDA, UDAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,9000000.0,,0.0,0.0,750.0
"PIMS(PACIFIC), UMARDA, UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,12000000.0,,0.0,0.0,750.0
"PMCH(PACIFIC), UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,8000000.0,0.0,0.0,0.0,
"PMCH(PACIFIC), UDAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,8000000.0,0.0,0.0,0.0,
"PMCH(PACIFIC), UDAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,8000000.0,0.0,0.0,0.0,
"PMCH(PACIFIC), UDAIPUR",OBG,RAJASTHAN,GENERAL,Management,Clinical,Unknown,12000000.0,0.0,0.0,0.0,
"RNT, UDAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"RNT, UDAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,2206.0
"SMS, JAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SMS, JAIPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,11647.0,82800.0,2.0,2500000.0,5702.0
"SNMC, JODHPUR",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SNMC, JODHPUR",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,3101.0
"SP MED COLL, BIKANER",OBG,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",OBG,RAJASTHAN,EWS,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",OBG,RAJASTHAN,OBC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",OBG,RAJASTHAN,SC,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"SP MED COLL, BIKANER",OBG,RAJASTHAN,ST,State Government,Clinical,Unknown,12812.0,82800.0,2.0,2500000.0,
"AMERICAN INTL IMS, BEDWAS",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"AMERICAN INTL IMS, BEDWAS",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,3255000.0,20000.0,0.0,0.0,700.0
"ANANTA IMS  RC, RAJSAMAND",OPHTHALMOLOGY,RAJASTHAN,OBC,Management,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OPHTHALMOLOGY,RAJASTHAN,SC,State Government,Clinical,Unknown,3255000.0,25000.0,0.0,0.0,775.0
"ANANTA IMS  RC, RAJSAMAND",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,,,,,775.0
"GEETANJALI, UDAIPUR",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,4800000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OPHTHALMOLOGY,RAJASTHAN,OBC,Management,Clinical,Unknown,4800000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,4800000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Unknown,4800000.0,,0.0,0.0,1310.0
"GEETANJALI, UDAIPUR",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,6000000.0,,0.0,0.0,1310.0
"GOVT MED COLL, KOTA",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OPHTHALMOLOGY,RAJASTHAN,EWS,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OPHTHALMOLOGY,RAJASTHAN,SC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, KOTA",OPHTHALMOLOGY,RAJASTHAN,ST,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,2581.0
"GOVT MED COLL, PALI",OPHTHALMOLOGY,RAJASTHAN,SC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Government,12812.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
"GOVT MED COLL, PALI",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Government,868200.0,82800.0,2.0,2500000.0,
JAIPUR NATIONAL UNIV IMS,OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,4300000.0,,0.0,0.0,810.0
JAIPUR NATIONAL UNIV IMS,OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,4300000.0,,0.0,0.0,810.0
"JLNMC, AJMER",OPHTHALMOLOGY,RAJASTHAN,GENERAL,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OPHTHALMOLOGY,RAJASTHAN,SC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OPHTHALMOLOGY,RAJASTHAN,OBC,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"JLNMC, AJMER",OPHTHALMOLOGY,RAJASTHAN,ST,State Government,Clinical,Unknown,10982.0,82800.0,2.0,2500000.0,1428.0
"MGMCH, SITAPUR, JAIPUR",OPHTHALMOLOGY,RAJASTHAN,GENERAL,Management,Clinical,Unknown,4750000.0,55000.0,0.0,0.0,1400.0
"MGMCH, SITAPUR, JAIPUR",OPHTHALMOLOGY,RAJASTHAN,OBC,Management,Clinical,Unknown,4750000.0,55000.0,0.0,0.0,1400.0
