QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",MBBS,"₹ 16,500",780,0,₹ 0,Info not available,97646,98671,-,-,-,-,-,-,-,101229,101229,102978,-,-,-,-,-,-,91409
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",74325,74325,-,-,-,-,-,-,-,97742,102156,103354,-,-,-,-,-,-,83633
AP Govt-LOC,BCC-FEM,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,91227,91227,-,-,-,-,-,-,-,103385,103385,103385,-,-,-,-,-,-,91398
AP Govt-AP UNR,BCA-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,101874,101874,103431,-,-,-,-,-,-,90803
AP Govt-LOC,BCD-GEN-NCC,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,103458,-,103458,-,-,-,-,-,-,-
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",MBBS,"₹ 16,500",1050,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,104368,104368,104368,-,-,-,-,-,-,82487
AP Govt-LOC,BCA-FEM-PHO,Andhra Pradesh,"GSL Med Coll, Rajahmundry",MBBS,"₹ 16,500",1140,0,₹ 0,"₹ 10,417",-,-,-,-,-,-,-,-,-,-,-,104567,-,-,-,-,-,-,-
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"G Pulla ReddyDentalColl,Kurnool",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,101737,104577,104577,-,-,-,-,-,-,-
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",96987,96987,-,-,-,-,-,-,-,104630,104630,104630,-,-,-,-,-,-,125922
AP Govt-AP UNR,BCB-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,104637,104637,104637,-,-,131853,-,-,-,99632
AP Govt-AP UNR,BCA-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,83036,83036,104809,-,-,-,-,-,-,92866
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,104899,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",75758,75758,-,-,-,-,-,-,-,99180,99497,104921,-,-,-,-,-,-,85346
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,105702,105702,105702,-,-,-,-,-,-,-
AP Govt-AP UNR,BCA-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,105708,105708,105708,-,-,-,-,-,-,99885
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",MBBS,"₹ 15,000",532,0,₹ 0,"₹ 25,906",94470,96775,-,-,-,-,-,-,-,101072,101072,105788,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,98621,98621,-,-,-,-,-,-,-,105838,105838,105838,-,-,119820,-,-,-,96660
AP Govt-AP UNR,MIN-GEN-MSM,Andhra Pradesh,"Fathima IMS,Kadapa",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 22,527",-,-,-,-,-,-,-,-,-,84502,106016,106016,-,-,-,-,-,-,77012
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"GSL Med Coll, Rajahmundry",MBBS,"₹ 16,500",1140,0,₹ 0,"₹ 10,417",90212,90212,-,-,-,-,-,-,-,90496,90496,106024,-,-,-,-,-,-,86358
AP Govt-LOC,ST-FEM,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹ 25,906",100696,128949,-,-,-,-,-,-,-,106100,106100,106100,-,-,-,-,-,-,138160
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",92010,92010,-,-,-,-,-,-,-,101648,103571,106106,-,-,-,-,-,-,90480
AP Govt-AP UNR,OPEN-FEM,Andhra Pradesh,"AnilNeeruKondaInstDental,Vizag",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,106600,106600,-,-,-,-,-,-,-
AP Govt-LOC,OPEN-GEN-PHO,Andhra Pradesh,"Vishnu Dental Coll,Bhimavaram",BDS,"₹ 14,300",Info Not Available,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,107183,107183,107183,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,"₹ 15,000",1150,0,₹ 0,"₹ 25,906",88789,88789,-,-,-,-,-,-,-,97535,97535,107243,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",91218,91254,-,-,-,-,-,-,-,102500,107290,107290,-,-,-,-,-,-,99694
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",MBBS,"₹ 16,500",1200,0,₹ 0,"₹ 5,000",80723,83074,-,-,-,-,-,-,-,93166,93166,107363,-,-,-,-,-,-,91678
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 25,906",72665,72665,-,-,-,-,-,-,-,103946,107549,107549,-,-,-,-,-,-,85049
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,91329,91329,-,-,-,-,-,-,-,101233,105773,107885,-,-,-,-,-,-,99322
AP Govt-LOC,BCC-GEN,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,87517,87517,-,-,-,-,-,-,-,95736,102214,108118,-,-,-,-,-,-,78428
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹ 25,906",84735,85818,-,-,-,-,-,-,-,105696,107881,108134,-,-,-,-,-,-,-
AP Govt-LOC,BCC-FEM,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",103289,103835,-,-,-,-,-,-,-,108265,108265,108265,-,-,-,-,-,-,-
AP Govt-AP UNR,SC-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",MBBS,"₹ 16,500",1050,0,₹ 0,"₹ 5,000",102294,107147,-,-,-,-,-,-,-,108421,108421,108421,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",MBBS,"₹ 16,500",790,0,₹ 0,"₹ 5,000",81246,81246,-,-,-,-,-,-,-,100061,100061,108461,-,-,-,-,-,-,89678
AP Govt-LOC,BCA-GEN-PHO,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",MBBS,"₹ 16,500",790,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,-,-,108697,-,-,-,-,-,-,-
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,91110,91110,-,-,-,-,-,-,-,108710,108710,108710,-,-,-,-,-,-,101114
AP Govt-AP UNR,BCB-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,96096,97873,-,-,-,-,-,-,-,109590,109590,109590,-,-,-,-,-,-,95221
AP Govt-LOC,SC-FEM-PHO,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,109618,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"GSL Med Coll, Rajahmundry",MBBS,"₹ 16,500",1140,0,₹ 0,"₹ 10,417",88431,89499,-,-,-,-,-,-,-,101465,101465,109663,-,-,-,-,-,-,95657
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,97060,97060,-,-,-,-,-,-,-,105947,105947,109685,-,-,-,-,-,-,94054
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,"₹ 15,000",715,0,₹ 0,"₹ 25,906",82086,82086,-,-,-,-,-,-,-,107549,108879,109719,-,-,-,-,-,-,72866
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"Drs Sudha&NRSDental,Gannavaram",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,94346,109839,109839,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",91097,91097,-,-,-,-,-,-,-,108577,109867,109867,-,-,-,-,-,-,107030
AP Govt-AP UNR,OPEN-FEM,Andhra Pradesh,"GSLDentalColl,Rajamahendravaram",BDS,-,1000,-,-,-,-,-,-,-,-,-,-,-,-,90726,110014,110014,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM-PHO,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,110203,-,-,-,-,-,-,101373
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",MBBS,"₹ 16,500",1200,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,110595,110595,110595,-,-,-,-,-,-,87347
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,106324,106324,-,-,-,-,-,-,-,110754,110754,110754,-,-,-,-,-,-,116407
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",MBBS,"₹ 16,500",790,0,₹ 0,"₹ 5,000",91176,91176,-,-,-,-,-,-,-,98490,98490,110841,-,-,-,-,-,-,83235
AP Govt-AP UNR,BCB-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,103429,107195,110995,-,-,-,-,-,-,92617
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,96772,97111,-,-,-,-,-,-,-,103728,104883,111328,-,-,-,-,-,-,101814
AP Govt-LOC,SC-GEN-PMC,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,111734,111734,111734,-,-,-,-,-,-,-
AP Govt-AP UNR,BCC-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",-,-,-,-,-,-,-,-,-,104827,104827,111755,115625,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN-PHO,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,111878,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,98623,98623,-,-,-,-,-,-,-,104832,104832,111992,-,-,-,-,-,-,93793
AP Govt-LOC,BCD-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",90303,90303,-,-,-,-,-,-,-,105525,108042,112040,-,-,-,-,-,-,89319
AP Govt Quota - AP Local,SC-FEM,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,-,707,-,-,-,-,-,-,-,-,-,-,-,-,111736,112066,112066,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,112191,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM-PHO,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,-,-,112295,-,-,-,-,-,-,91533
AP Govt-LOC,BCD-FEM,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,93921,93921,-,-,-,-,-,-,-,111954,111954,112301,-,-,-,-,-,-,108712
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",90532,90532,-,-,-,-,-,-,-,97492,98024,112772,-,-,-,-,-,-,92582
AP Govt-AP UNR,BCA-FEM,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",-,-,-,-,-,-,-,-,-,95449,95449,113132,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",MBBS,"₹ 16,500",780,0,₹ 0,Info not available,103567,104632,-,-,-,-,-,-,-,109673,109673,113177,-,-,-,-,-,-,99920
AP Govt-LOC,SC-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",MBBS,"₹ 15,000",1450,0,₹ 0,"₹ 25,906",88391,90259,-,-,-,-,-,-,-,110798,111736,113406,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN-PHO,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,113457,-,-,-,-,-,-,100439
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",122514,122514,-,-,-,-,-,-,-,113533,113533,113533,-,-,-,-,-,-,131145
AP Govt-LOC,OPEN-FEM-SG,Andhra Pradesh,"NRI Med Coll, Guntur",MBBS,"₹ 16,500",1050,0,₹ 0,"₹ 5,000",-,-,-,-,-,-,-,-,-,113541,-,113541,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,97996,98922,-,-,-,-,-,-,-,103431,103431,113581,-,-,-,-,-,-,95480
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",MBBS,"₹ 15,000",500,0,₹ 0,"₹ 40,000",83043,83043,-,-,-,-,-,-,-,113696,113696,113696,-,-,-,-,-,-,114948
AP Govt-LOC,BCC-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",-,-,-,-,-,-,-,-,-,108118,108118,114089,-,-,-,-,-,-,83535
AP Govt-LOC,BCB-FEM,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,"₹ 67,900",1337,0,₹ 0,"₹ 25,906",87120,87120,-,-,-,-,-,-,-,107589,108484,114275,-,-,-,-,-,-,92692
AP Govt-AP UNR,BCB-FEM,Andhra Pradesh,"VMC, Kurnool",MBBS,"₹ 16,500",650,0,₹ 0,Info not available,96853,96853,-,-,-,-,-,-,-,107195,110995,114351,-,-,-,-,-,-,-
AP Govt-LOC,BCC-FEM,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",82976,82976,-,-,-,-,-,-,-,114489,114489,114489,-,-,-,-,-,-,-
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,94047,95199,-,-,-,-,-,-,-,114245,114604,114604,-,-,-,-,-,-,108802
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",103530,103530,-,-,-,-,-,-,-,113132,113132,114680,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",MBBS,"₹ 16,500",790,0,₹ 0,"₹ 5,000",88626,88997,-,-,-,-,-,-,-,102324,102324,115131,-,-,-,-,-,-,98949
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,101533,101533,-,-,-,-,-,-,-,110841,110841,115271,-,-,-,-,-,-,98219
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,95807,95807,-,-,-,-,-,-,-,109588,113315,115464,-,-,-,-,-,-,101050
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",MBBS,"₹ 16,500",1050,0,₹ 0,"₹ 5,000",106274,106274,-,-,-,-,-,-,-,115670,115670,115670,-,-,-,-,-,-,129198
AP Govt-LOC,BCA-FEM-PHO,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,115707,-,-,-,-,-,-,-
AP Govt-LOC,BCD-GEN-PHO,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,115778,-,-,-,-,-,-,-
AP Govt Quota - AP Local,SC-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,-,707,-,-,-,-,-,-,-,-,-,-,-,-,114348,114574,115967,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",MBBS,"₹ 16,500",840,0,₹ 0,Info not available,93154,96794,-,-,-,-,-,-,-,113641,113641,116035,-,-,131979,-,-,-,106374
AP Govt-LOC,SC-GEN-PMC,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,116082,116082,116082,-,-,-,-,-,-,-
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,93945,93945,-,-,-,-,-,-,-,111041,111372,116115,-,-,-,-,-,-,101489
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",98922,106199,-,-,-,-,-,-,-,109611,109611,116312,-,-,-,-,-,-,84466
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",MBBS,"₹ 16,500",930,0,₹ 0,Info not available,106495,107394,-,-,-,-,-,-,-,115773,116530,116530,-,-,-,-,-,-,110270
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,101550,103870,-,-,-,-,-,-,-,112189,112189,116567,-,-,-,-,-,-,94513
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"GITAM Dental College, Vizag",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,86160,116740,116740,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,100481,100481,-,-,-,-,-,-,-,111749,111749,116789,-,-,-,-,-,-,109100
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",106347,106746,-,-,-,-,-,-,-,107160,107160,116827,-,-,-,-,-,-,95306
AP Govt-LOC,OPEN-GEN-NCC,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,"₹ 15,000",Info Not Available,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,117466,-,117466,-,-,-,-,-,-,-
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,105766,106534,-,-,-,-,-,-,-,111651,111651,117578,-,-,-,-,-,-,102333
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,102838,102838,-,-,-,-,-,-,-,110632,110632,117644,-,-,-,-,-,-,113413
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,"₹ 15,000",250,0,₹ 0,"₹ 25,906",126017,126017,-,-,-,-,-,-,-,117815,117815,117815,-,-,-,-,-,-,140736
AP Govt-LOC,BCE-GEN,Andhra Pradesh,"Narayana Med Coll, Nellore",MBBS,"₹ 16,500",1430,0,₹ 0,Info not available,92188,92188,-,-,-,-,-,-,-,110558,111853,117894,-,-,-,-,-,-,108342
AP Govt-LOC,BCA-FEM,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",102133,102951,-,-,-,-,-,-,-,115707,115773,118136,-,-,-,-,-,-,112321
AP Govt-LOC,BCA-GEN-PHO,Andhra Pradesh,"Maharajah IMS, Vizianagaram",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,118198,-,-,-,-,-,-,-
AP Govt-LOC,SC-FEM,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹ 25,906",91621,91621,-,-,-,-,-,-,-,115549,116508,118233,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,103783,104483,-,-,-,-,-,-,-,115594,118342,118342,-,-,-,-,-,-,107501
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",99797,99797,-,-,-,-,-,-,-,113461,115116,118433,-,-,-,-,-,-,108977
AP Govt-LOC,BCB-GEN-PHO,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,118572,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹ 25,906",801234,801234,-,-,-,-,-,-,-,-,-,118701,-,-,-,-,-,-,-
AP Govt-AP UNR,BCE-GEN,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",106372,106372,-,-,-,-,-,-,-,119072,119072,119072,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN,Andhra Pradesh,"Katuri Med Coll, Guntur",MBBS,"₹ 16,500",1100,0,₹ 0,Info not available,90476,91172,-,-,-,-,-,-,-,108905,108905,119190,-,-,-,-,-,-,102401
AP Govt-LOC,BCD-GEN,Andhra Pradesh,"PES IMS, Kuppam",MBBS,"₹ 16,500",975,0,₹ 0,"₹ 5,000",103691,103691,-,-,-,-,-,-,-,115778,116115,119195,-,-,-,-,-,-,107013
AP Govt-LOC,BCA-GEN,Andhra Pradesh,"GVP Med Coll, Vizag",MBBS,"₹ 16,500",750,0,₹ 0,"₹ 8,000",106551,107183,-,-,-,-,-,-,-,114616,114616,119220,-,-,-,-,-,-,-
AP Govt-AP UNR,OPEN-GEN,Andhra Pradesh,"SibarInstituteofDentSci,Guntur",BDS,-,Info Not Available,-,-,-,-,-,-,-,-,-,-,-,-,88245,119253,119253,-,-,-,-,-,-,-
AP Govt-AP UNR,ST-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,"₹ 15,000",1030,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,76189,119268,119268,-,-,-,-,-,-,88355
AP Govt-LOC,BCC-GEN,Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,"₹ 15,000",355,0,₹ 0,"₹ 25,906",100939,100939,-,-,-,-,-,-,-,119310,119310,119310,-,-,-,-,-,-,-
AP Govt-LOC,SC-GEN-PHO,Andhra Pradesh,"Govt Siddhartha, Vijaywada",MBBS,"₹ 15,000",707,0,₹ 0,"₹ 25,906",-,-,-,-,-,-,-,-,-,1044758,-,119360,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",94092,97645,-,-,-,-,-,-,-,117135,119469,119469,-,-,-,-,-,-,110541
AP Govt-AP UNR,BCA-GEN,Andhra Pradesh,"Sri Balaji Med Coll, Chittoor",MBBS,"₹ 16,500",350,0,₹ 0,Info not available,75502,75502,-,-,-,-,-,-,-,114734,114734,119517,-,-,-,-,-,-,102958
AP Govt-LOC,SC-FEM,Andhra Pradesh,"SV Med Coll, Tirupati",MBBS,"₹ 15,000",940,0,₹ 0,"₹ 25,906",94039,94967,-,-,-,-,-,-,-,105766,109514,119523,-,-,-,-,-,-,-
AP Govt-LOC,BCB-GEN-PHO,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",MBBS,"₹ 16,500",980,0,₹ 0,"₹ 25,000",-,-,-,-,-,-,-,-,-,-,-,119586,-,-,-,-,-,-,-
AP Govt-LOC,BCB-FEM-PHO,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,-,-,-,-,-,-,-,-,-,-,-,119632,-,-,-,-,-,-,104500
AP Govt-LOC,BCE-FEM,Andhra Pradesh,"Apollo IMS&R, Chittoor",MBBS,"₹ 16,500",850,0,₹ 0,Info not available,106573,106573,-,-,-,-,-,-,-,120374,120374,120374,-,-,-,-,-,-,105173
