CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
28325,30970,53845,-,124206,-,-,-,-,38151,-,"Belagavi IMS, Belagavi",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,95172,-,-,-,"Belagavi IMS, Belagavi",PATHOLOGY,KAR Govt Quota-Open,STG
-,-,97328,97328,97328,-,-,40136,38910,54956,66221,"BGS IMS, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
80901,60505,-,-,-,-,-,-,-,-,-,"BGS IMS, Bangalore",PATHOLOGY,KAR Govt Quota-Open,SCG
91828,91828,91828,-,-,-,-,-,-,-,-,"BGS IMS, Bangalore",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,71568,65128,97907,-,"BGS IMS, Bangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
73332,50195,162117,-,-,-,-,68499,47610,68956,68956,"BGS IMS, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,47610,43514,67547,67547,"BGS IMS, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,24269,23889,49306,52964,"Bidar IMS, Bidar",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,42087,64130,"Chamrajanagar IMS, Karnataka",PATHOLOGY,KAR Govt Quota-Open,GM
40381,29680,151719,-,-,-,-,-,-,-,-,"Chamrajanagar IMS, Karnataka",PATHOLOGY,KAR Govt Quota-Open,2BG
44378,44378,68485,-,168130,-,-,38347,37679,51387,66535,"DR BR Ambedkar, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,71967,48321,79827,-,"DR BR Ambedkar, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2BG
-,-,-,-,-,-,-,64084,64084,100592,-,"DR BR Ambedkar, Bangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
60821,55466,-,-,-,-,-,71881,58219,77291,-,"DR BR Ambedkar, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
52743,52743,86104,-,121515,-,-,40852,40852,54364,54364,"DR BR Ambedkar, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,126926,84367,127387,127387,"Dr Chandramma DS Inst, Hubli",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,81732,65301,127731,127731,"Dr Chandramma DS Inst, Hubli",PATHOLOGY,KAR Others (Inst.Q),MNG
-,-,-,-,-,-,-,64059,63200,72556,-,"Dr Chandramma DS Inst, Hubli",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,44714,74685,74685,-,"East Point College,Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,196167,-,189626,-,-,-,-,-,-,"East Point College,Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
113035,113035,-,-,-,-,-,72365,61072,87001,-,"East Point College,Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,-,113070,199426,-,-,-,57935,47213,82954,82954,"East Point College,Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
16750,18226,46229,39888,-,-,-,17295,16690,30299,35260,"ESI, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,25781,17372,46318,-,"ESI, Bangalore",PATHOLOGY,KAR Govt Quota-Open,1G
-,-,-,-,-,-,-,-,-,34960,34960,"ESIC Med Coll,Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,19017,23829,45201,45201,"ESIC Med Coll,Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,-,-,-,45246,45246,67851,67851,"ESIC Med Coll,Gulbarga",PATHOLOGY,KAR Govt Quota-Open,SCH
-,-,70784,59125,-,-,-,32470,32732,32732,32732,"Father Mullers, Mangalore",PATHOLOGY,KAR Govt Quota-Open,GM
64027,64027,-,-,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
45329,119361,192754,-,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,-,-,75939,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
59125,58142,-,-,-,-,-,51154,50923,51154,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,105492,-,-,-,-,-,68378,51802,68378,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-GMP,GMPH
-,-,-,-,-,-,-,101452,97489,97489,119289,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-Min.,MC
68882,48560,-,-,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-Min.,MC2
85440,120157,-,-,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-Min.,MC1
-,-,160041,96850,-,-,-,-,-,-,-,"Father Mullers, Mangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,51057,48792,87768,58446,"Gadag IMS, Gadag",PATHOLOGY,KAR Govt Quota-Open,SCH
-,-,-,-,-,-,-,-,-,-,-,"Gadag IMS, Gadag",PATHOLOGY,KAR Govt Quota-Open,SCG
54554,57235,138907,-,-,-,-,-,-,-,-,"Gadag IMS, Gadag",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,31722,22649,50104,-,"Gulbarga IMS, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,2AG
34485,33477,36963,-,-,-,-,-,-,-,-,"Gulbarga IMS, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GM
37834,34485,56249,56249,56249,-,-,-,-,-,-,"Gulbarga IMS, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GMH
-,-,-,-,81912,-,-,17372,17349,32551,53887,"Hassan IMS, Hassan",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,43458,-,-,-,-,-,-,-,-,"Hassan IMS, Hassan",PATHOLOGY,KAR Govt Quota-Open,GMH
38777,34272,96899,159810,138511,-,-,35435,30832,46457,63964,"JJM Med Coll, Davangere",PATHOLOGY,KAR Govt Quota-Open,GM
77619,69143,-,-,-,-,-,69560,62042,84897,87345,"JJM Med Coll, Davangere",PATHOLOGY,KAR Govt Quota-Open,SCG
105492,54672,197384,-,-,-,-,-,-,51507,-,"JJM Med Coll, Davangere",PATHOLOGY,KAR Govt Quota-Open,3BH
54672,44176,105492,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PATHOLOGY,KAR Govt Quota-Open,3BG
-,-,159810,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PATHOLOGY,KAR Govt Quota-Open,2AG
85040,73700,-,-,-,-,-,-,-,-,-,"JJM Med Coll, Davangere",PATHOLOGY,KAR NRI Quota,NRI
-,-,100430,188136,100430,-,-,49000,53992,78321,67720,"JJM Med Coll, Davangere",PATHOLOGY,KAR Others (Inst.Q),MNG
73106,69196,199080,-,-,-,-,67063,55801,72289,72289,"JJM Med Coll, Davangere",PATHOLOGY,KAR Priv Seats-GMP,GMP
116268,70385,-,-,-,-,-,83100,59419,89776,-,"JJM Med Coll, Davangere",PATHOLOGY,KAR Priv Seats-GMP,GMPH
57117,50176,153808,200121,129405,-,-,52307,42664,56209,59075,"JJM Med Coll, Davangere",PATHOLOGY,KAR Priv Seats-Open,OPN
50736,50736,-,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,117955,-,"Kanachur IMS, Mangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,180880,-,-,-,-,-,-,-,-,"Kanachur IMS, Mangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,59433,38243,59433,-,Karwar Inst of Med Sciences,PATHOLOGY,KAR Govt Quota-Open,3AH
60505,62450,89112,89112,-,-,-,-,-,-,-,Karwar Inst of Med Sciences,PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,80463,76302,76302,76302,"Kasturba Med Coll, Mangalore",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,134110,-,-,-,-,-,-,-,-,"Kasturba Med Coll, Mangalore",PATHOLOGY,KAR Govt Quota-Open,GM
57235,49198,149385,-,-,-,-,40989,37228,51802,51802,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,42233,38248,42233,79182,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Govt Quota-Open,3BG
34153,34153,56564,-,-,-,-,31200,28659,41233,-,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,109774,188860,199545,-,-,-,73932,73932,73932,-,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,-,-,-,57626,48819,99968,71583,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
47963,47963,180716,61040,-,-,-,65128,41233,64522,66106,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
37436,33205,46542,-,-,-,-,44251,38545,43984,-,"Kempegowda IMS, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,80142,64928,80142,-,"Khaja Bandanawaz, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,2BG
-,-,65474,-,-,-,-,-,-,-,-,"Khaja Bandanawaz, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,200377,-,-,-,-,-,169035,"Khaja Bandanawaz, Gulbarga",PATHOLOGY,KAR Others (Inst.Q),MNG
-,-,-,-,-,-,-,-,119514,-,-,"Khaja Bandanawaz, Gulbarga",PATHOLOGY,KAR Priv Seats-GMP,GMPH
-,-,185946,-,199764,-,-,-,-,-,147279,"Khaja Bandanawaz, Gulbarga",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,45962,45962,69560,69560,"Kidwai Memorial, Bangalore",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,-,-,39150,-,"Kidwai Memorial, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
33490,23418,61307,-,-,-,-,-,-,-,-,"Kidwai Memorial, Bangalore",PATHOLOGY,KAR Govt Quota-Open,3AG
49221,49221,100239,-,-,-,-,-,-,-,-,"Kidwai Memorial, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AH
18895,18750,50054,90360,-,-,-,18942,16684,33177,52312,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,GM
24964,24964,70385,-,-,-,-,26548,25209,49796,57668,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,2AG
28802,27734,54672,-,-,-,-,-,-,36878,-,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,25110,31490,39638,-,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,2BG
48999,50445,80678,-,-,-,-,36521,43239,69707,-,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,182351,-,-,-,-,-,-,-,-,"KIMS, Hubli",PATHOLOGY,KAR Govt Quota-Open,PGM
29680,32192,62102,-,-,-,-,23175,23803,39284,-,Kodagu Inst of Med Sciences,PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,43010,56986,"Koppal Inst of MS, Koppal",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,-,-,139956,"Koppal Inst of MS, Koppal",PATHOLOGY,KAR Govt Quota-Open,2BG
-,-,-,-,-,-,-,31490,39638,56603,-,"Koppal Inst of MS, Koppal",PATHOLOGY,KAR Govt Quota-Open,2BH
-,-,-,-,-,-,-,-,-,100109,100109,"KVG Med Coll, Sullia",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,106346,-,-,-,-,-,-,-,-,"KVG Med Coll, Sullia",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,190638,-,-,-,-,-,132861,"KVG Med Coll, Sullia",PATHOLOGY,KAR Others (Inst.Q),MNG
92274,73332,-,-,-,-,-,72289,62255,109283,93573,"KVG Med Coll, Sullia",PATHOLOGY,KAR Priv Seats-GMP,GMP
53644,58666,142138,142138,152813,-,-,57497,52650,79200,-,"KVG Med Coll, Sullia",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,17349,17879,41893,41893,"Mandya IMS, Mandya",PATHOLOGY,KAR Govt Quota-Open,3AG
-,-,-,-,-,-,-,-,-,48321,-,"Mandya IMS, Mandya",PATHOLOGY,KAR Govt Quota-Open,2BG
56671,53851,80179,80179,-,-,-,-,-,-,-,"Mandya IMS, Mandya",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,126222,-,-,-,-,-,-,-,-,"Mandya IMS, Mandya",PATHOLOGY,KAR Govt Quota-Open,1G
-,-,-,85479,179766,-,-,-,-,53959,53959,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,60998,49865,63123,63123,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,3BH
-,-,-,-,-,-,-,-,-,69007,-,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,2AH
65474,65474,83522,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,GMH
85479,85479,85479,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,2BH
96850,89112,142074,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PATHOLOGY,KAR Govt Quota-Open,SCG
72508,72508,-,-,-,-,-,-,-,-,-,"MRMC, Gulbarga",PATHOLOGY,KAR NRI Quota,NRI
-,-,151636,-,189556,-,-,57799,57799,-,110218,"MRMC, Gulbarga",PATHOLOGY,KAR Others (Inst.Q),MNG
-,116268,-,-,-,-,-,91594,66283,93754,84207,"MRMC, Gulbarga",PATHOLOGY,KAR Priv Seats-GMP,GMPH
83522,83522,184686,184686,173900,-,-,63626,56104,78248,-,"MRMC, Gulbarga",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,-,72508,72508,-,-,-,-,-,-,-,"MRMC, Gulbarga",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,59125,-,-,-,-,11730,11730,31200,34451,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,34451,34451,34451,67454,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,-,-,53013,-,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Govt Quota-Open,1G
48179,-,169324,-,-,-,-,84255,-,-,-,"MS Ramaiah, Bangalore",PATHOLOGY,KAR NRI Quota,NRI
-,-,103186,-,-,-,-,42638,42638,100692,-,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
56564,47083,92359,-,-,-,-,46013,40136,40136,40136,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
34341,32098,50176,-,-,-,-,36932,36040,36932,36932,"MS Ramaiah, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
49552,48050,112912,-,174793,-,-,-,-,60331,77470,"MVJMC&RH, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
88205,77798,169318,-,-,-,-,-,-,-,-,"MVJMC&RH, Bangalore",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,62255,53476,95200,95200,"MVJMC&RH, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,-,89169,-,-,"MVJMC&RH, Bangalore",PATHOLOGY,KAR Priv Seats-Min.,MA
-,-,133400,133400,-,-,-,-,-,-,-,"MVJMC&RH, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
12936,16750,44378,44378,-,-,-,-,-,32059,32059,"Mysore Med Coll, Mysore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,21712,15892,34190,34190,"Mysore Med Coll, Mysore",PATHOLOGY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,47391,95172,-,-,"Mysore Med Coll, Mysore",PATHOLOGY,KAR Govt Quota-Open,STG
43223,43223,64027,-,-,-,-,-,-,-,-,"Mysore Med Coll, Mysore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,66283,51507,75122,75122,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Govt Quota-Open,GMH
-,-,177252,177252,-,-,-,-,-,-,-,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Govt Quota-Open,GM
72600,72600,-,-,-,-,-,-,-,-,-,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,158228,-,-,-,-,-,97584,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Others (Inst.Q),MNG
-,-,-,-,-,-,-,-,-,126644,126644,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Priv Seats-Min.,ME
-,-,-,-,-,-,-,-,89776,-,-,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Priv Seats-Min.,MEH
-,-,159402,159402,-,-,-,-,-,-,-,"Navodaya Med Coll, Raichur",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,49161,48424,59149,59149,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Govt Quota-Open,3AG
-,-,-,-,-,-,-,-,-,129727,129727,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,-,-,-,-,-,74386,77194,110745,-,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Govt Quota-Open,SCG
48366,48366,173508,-,183473,-,157751,-,-,-,-,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Govt Quota-Open,GM
119103,119103,-,-,-,-,-,78248,68304,112112,112112,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Priv Seats-GMP,GMP
86067,53993,175496,-,187073,-,-,62687,61100,87295,90695,"Nijalingappa, Bagalkot",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,120359,-,-,-,-,-,-,62830,84240,"Oxford Med Coll, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
47133,70784,-,-,-,-,-,-,-,-,-,"Oxford Med Coll, Bangalore",PATHOLOGY,KAR NRI Quota,NRI
-,-,119361,119361,-,-,-,71082,56248,90194,-,"Oxford Med Coll, Bangalore",PATHOLOGY,KAR Others (Inst.Q),MNG
-,90374,-,-,-,-,-,-,-,-,-,"Oxford Med Coll, Bangalore",PATHOLOGY,KAR Priv Seats-Min.,ME
-,-,148298,-,132091,-,-,47213,53722,77535,-,"Oxford Med Coll, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,169946,-,-,23803,21003,27777,27777,"Raichur IMS, Raichur",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,116268,-,-,-,-,-,-,-,-,"Raichur IMS, Raichur",PATHOLOGY,KAR Govt Quota-Open,2AH
48321,48165,113027,-,-,-,-,42519,38347,57484,57484,"Sapthagiri IMS&RC, Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,74225,68784,89169,-,"Sapthagiri IMS&RC, Bangalore",PATHOLOGY,KAR Govt Quota-Open,1G
-,80165,181016,181016,-,-,-,-,-,-,-,"Sapthagiri IMS&RC, Bangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
36385,36385,85856,-,-,-,-,29706,24123,53190,49377,"SDM College, Dharwad",PATHOLOGY,KAR Govt Quota-Open,GM
115763,115763,115763,-,-,-,-,-,84255,-,-,"SDM College, Dharwad",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,141003,-,-,53190,53190,88230,69025,"SDM College, Dharwad",PATHOLOGY,KAR Others (Inst.Q),MNG
70385,60297,130126,-,-,-,-,61639,55803,61639,-,"SDM College, Dharwad",PATHOLOGY,KAR Priv Seats-GMP,GMP
42026,48459,93046,-,-,-,-,49809,44440,57626,-,"SDM College, Dharwad",PATHOLOGY,KAR Priv Seats-Open,OPN
25425,28325,57363,50154,-,-,-,19285,18264,38863,45266,"Shimoga IMS, Shimoga",PATHOLOGY,KAR Govt Quota-Open,GM
47954,39983,67370,-,-,-,-,24266,21784,45266,57221,"Shimoga IMS, Shimoga",PATHOLOGY,KAR Govt Quota-Open,GMH
47499,47499,78775,78775,-,-,-,26909,26548,51021,58252,"Shimoga IMS, Shimoga",PATHOLOGY,KAR Govt Quota-Open,2AG
53851,51910,82517,-,-,-,-,43239,48247,71841,71841,"Shimoga IMS, Shimoga",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,46618,-,-,-,-,18721,18721,33189,33189,"Shri Atal Bihari Vajpayee, BLR",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,54554,54554,-,-,-,25304,25304,44714,-,"Shri Atal Bihari Vajpayee, BLR",PATHOLOGY,KAR Govt Quota-Open,2AG
72998,35671,120798,-,-,-,-,-,-,-,-,"Shri Atal Bihari Vajpayee, BLR",PATHOLOGY,KAR Govt Quota-Open,1G
-,-,199452,-,-,-,-,52650,42091,68304,68304,"Shridevi IMS, Tumkur",PATHOLOGY,KAR Govt Quota-Open,GM
72534,92274,-,-,-,-,-,-,-,-,-,"Shridevi IMS, Tumkur",PATHOLOGY,KAR Govt Quota-Open,3AG
115037,105298,-,-,-,-,-,65783,71881,105329,105329,"Shridevi IMS, Tumkur",PATHOLOGY,KAR Priv Seats-GMP,GMP
58803,60877,162186,-,-,-,-,62845,59562,85357,-,"Shridevi IMS, Tumkur",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,155127,155127,-,-,-,-,-,-,-,"SMC, Shimoga",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,85267,72365,123637,123637,"SMC, Shimoga",PATHOLOGY,KAR Priv Seats-GMP,GMP
-,-,-,-,-,-,-,112112,98694,-,-,"SMC, Shimoga",PATHOLOGY,KAR Priv Seats-Min.,ME
57206,86067,178753,170096,-,-,-,63495,58304,91329,-,"SMC, Shimoga",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,87777,84869,98041,98041,"Srinivasa IMS, Srinivasanagar",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,-,-,-,-,-,53959,41114,62255,-,"Srinivasa IMS, Srinivasanagar",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,172681,172681,-,-,-,-,-,-,-,"Srinivasa IMS, Srinivasanagar",PATHOLOGY,KAR Priv Seats-Open,OPN
47083,38424,117459,-,147217,-,-,41114,34733,55822,55822,"SSIMS & RC, Davangere",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,75122,69560,100459,-,"SSIMS & RC, Davangere",PATHOLOGY,KAR Govt Quota-Open,SCG
60082,60082,144628,-,-,-,-,-,-,-,-,"SSIMS & RC, Davangere",PATHOLOGY,KAR Govt Quota-Open,GMH
88754,88754,-,-,-,-,-,-,-,-,-,"SSIMS & RC, Davangere",PATHOLOGY,KAR NRI Quota,NRI
-,-,-,-,153904,-,-,-,-,100272,100272,"SSIMS & RC, Davangere",PATHOLOGY,KAR Others (Inst.Q),MNG
82891,75999,190372,-,-,-,-,68956,57116,72365,72365,"SSIMS & RC, Davangere",PATHOLOGY,KAR Priv Seats-GMP,GMP
58666,48321,151673,151673,170265,-,-,55822,53259,63200,63200,"SSIMS & RC, Davangere",PATHOLOGY,KAR Priv Seats-Open,OPN
45939,45939,85440,85440,-,-,-,41657,40332,58049,46013,"St John's, Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
48560,48518,127226,-,-,-,-,49191,49191,75530,75530,"St John's, Bangalore",PATHOLOGY,KAR Priv Seats-Min.,RC3
33205,29866,49200,80768,80768,-,-,33708,31012,38948,-,"St John's, Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,102368,67851,102368,-,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Govt Quota-Open,SCH
48165,34341,105298,162564,-,-,-,-,-,-,-,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,89776,75359,120159,138038,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMPH
-,-,153776,-,-,-,-,-,-,-,-,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Priv Seats-GMP,GMP
95999,95999,154890,-,-,-,-,94067,74871,74871,74871,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Priv Seats-Min.,ME
41538,42026,87954,191859,-,-,-,-,-,-,-,"VIMS (Vydehi), Bangalore",PATHOLOGY,KAR Priv Seats-Open,OPN
-,-,53506,192353,162580,-,-,-,-,32271,37761,"VIMS, Bellary",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,37761,32271,37761,62111,"VIMS, Bellary",PATHOLOGY,KAR Govt Quota-Open,2AH
-,-,-,-,-,-,-,-,121498,-,-,"VIMS, Bellary",PATHOLOGY,KAR Govt Quota-Open,STH
57554,57554,-,-,-,-,-,-,-,-,-,"VIMS, Bellary",PATHOLOGY,KAR Govt Quota-Open,SCH
-,-,192353,-,-,-,-,-,-,-,-,"VIMS, Bellary",PATHOLOGY,KAR Govt Quota-Open,SCG
-,-,167710,167710,-,-,-,41442,38151,47252,47252,"Yenepoya Med Coll, Mangalore",PATHOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,78321,43957,81471,-,"Yenepoya Med Coll, Mangalore",PATHOLOGY,KAR Govt Quota-Open,2AG
-,-,194862,-,-,-,-,-,-,-,-,"AIMS, Adichunchanagiri, Bellur",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,-,81133,-,-,"AIMS, Adichunchanagiri, Bellur",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,105978,-,-,"AJIMS, Mangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
-,-,-,-,-,-,-,-,-,-,184672,"Akash IMS,Devanhalli,Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
55362,55362,72361,-,-,-,-,20745,22263,58219,64413,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,2AG
40362,36869,55362,55362,-,-,-,11119,11119,49201,-,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
57756,57756,57756,-,-,-,-,34920,34920,76449,-,"Bangalore Med Coll, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,45143,39465,104958,104958,"Belagavi IMS, Belagavi",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,155716,-,-,-,-,-,-,-,75299,"BGS IMS, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,GM
-,-,-,-,-,-,-,114896,-,-,-,"BGS IMS, Bangalore",PHARMACOLOGY,KAR Govt Quota-Open,3BG
-,-,-,-,-,-,-,-,-,-,144875,"BGS IMS, Bangalore",PHARMACOLOGY,KAR Others (Inst.Q),MNG
-,99623,-,-,-,-,-,-,-,-,192026,"BGS IMS, Bangalore",PHARMACOLOGY,KAR Priv Seats-Open,OPN
