QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,STIPEND YEAR 1,BOND YEARS,BOND PENALTY,BEDS,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
AFMS,AFMS-Priority IV,West Bengal,"Command Hospital, Kolkata",OPHTHALMOLOGY,"₹ 12,000","₹49,884",5,"₹ 57,50,000",760,-,-,-,-,-,-,76105,76105,-,-
MNG,GEN,Tamil Nadu,"Vinayaka Missions, Salem",ENT,"₹ 28,12,000","₹35,000",0,₹0,560,87604,91894,91894,-,-,75533,76167,76167,-,-
AIQ,GEN-PwD,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2250,-,-,-,-,-,29080,76206,76206,-,-
MNG,GEN,Maharashtra,"MGM Med Coll, Navi Mumbai",ANAESTHESIOLOGY,"₹ 30,00,000","₹88,000",1,"₹25,00,000",1740,78637,71613,71613,-,-,68600,76217,76217,-,-
DNB Post MBBS,ST,Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBGENERAL SURGERY,"₹1,25,000","₹1,26,927",0,₹ 0,500,-,-,-,-,-,47945,47945,76240,-,-
AIQ,ST,West Bengal,Murshidabad Med Coll,OPHTHALMOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1208,63663,67436,78488,-,-,63489,72965,76299,89837,-
MNG,GEN,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",EMERGENCY MEDICINE,"₹ 32,00,000","₹56,010",0,₹0,800,87819,87819,87819,-,-,74646,76344,76344,-,-
AIQ,ST,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1135,57893,57893,57893,-,-,-,-,76395,-,-
AIQ,ST,Rajasthan,"Govt Med Coll, Kota",ANAESTHESIOLOGY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",2581,50078,67019,79149,-,-,60485,75332,76447,-,-
NBE Diploma,SC,Odisha,"FakirMohanMed,Balasore,Odisha",DO,"₹1,25,000","₹70,868",2,"₹ 34,78,000",360,-,-,-,-,-,72912,77351,76574,86084,-
AIQ,ST,Maharashtra,"MGIMS, Wardha",OPHTHALMOLOGY,"₹ 1,43,300","₹89,698",1,"₹50,00,000",1000,-,-,-,-,-,-,-,76584,74898,-
NRI,GEN,Karnataka,"Kasturba Med Coll, Manipal",GENERAL SURGERY,"₹ 49,43,000","₹ 45,000",0,₹0,2032,63122,63122,68169,-,-,57176,69668,76586,-,-
DNB Post MBBS,ST,Kerala,"Govt General Hosp, Kochi",DNBGENERAL SURGERY,"₹1,25,000","₹57,876",0,₹0,639,-,-,-,-,-,79010,74473,76637,-,-
NRI,GEN,Maharashtra,"DY Patil, Kolhapur",DERMATOLOGY,"₹ 64,30,000","₹76,629",1,"₹ 20,00,000",800,72068,72068,72068,-,-,76651,76651,76651,-,-
MNG,GEN,Karnataka,"JN Medical College, Belgaum",DO,"₹ 17,95,000","₹ 45,000",1,"₹ 10,00,000",2400,85100,113034,99654,108617,-,76660,76660,76660,-,-
AIQ,ST,Tamil Nadu,Thanjavur Med Coll,ANAESTHESIOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1466,63751,69202,74465,-,-,65622,74844,76733,-,-
DU,ST,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,-,-,-,-,-,65826,75004,76777,-,-
NBE Diploma,SC,Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DLO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,67661,60122,78832,-,-,63658,76286,76819,-,-
NBE Diploma,SC,Gujarat,"Cottage Hospital, Rajkot",DO,"₹1,25,000","₹ 75,600",0,₹0,Info Not Available,57122,75067,75067,-,-,68241,67324,76834,82589,-
NRI,GEN,Tamil Nadu,"Shri Satya Sai, Kancheepuram",DERMATOLOGY,"₹ 62,63,000","₹ 35,000",0,₹ 0,1120,87272,71503,71503,-,-,76835,76835,76835,-,-
NRI,GEN,Gujarat,"SBKS, Vadodara",OBG,"₹ 63,04,000","₹ 1,00,800",0,₹ 0,1340,81077,96859,96859,-,-,62996,67181,76839,-,-
MNG,GEN,Karnataka,"Siddhartha Med Coll, Tumkur",OPHTHALMOLOGY,"₹ 31,50,000","₹30,000",0,₹ 0,960,82024,86141,86141,-,-,76084,78259,76973,-,-
MNG,GEN,Pondicherry,"Vinayaka Missions, Karaikal",ENT,"₹ 27,00,000","₹40,000",0,₹0,590,89483,97244,96106,-,-,71640,74695,77048,-,-
DNB Post MBBS,ST,Andhra Pradesh,"Govt Dist Hosp,Noonepalle",DNBEMERGENCY MEDICINE,"₹1,25,000","₹60,823",0,₹0,200,-,-,-,-,-,64724,64724,77071,-,-
NRI,GEN,Maharashtra,"MGM Med Coll, Aurangabad",GENERAL MEDICINE,"₹ 1,00,00,000","₹88,000",1,"₹25,00,000",700,86685,86685,86685,-,-,77125,77125,77125,-,-
NRI,GEN,Gujarat,"SBKS, Vadodara",DERMATOLOGY,"₹ 68,47,000","₹ 1,00,800",0,₹ 0,1340,75476,75476,75476,-,-,77192,77192,77192,-,-
AIQ,ST,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",1090,69116,69116,69116,-,-,60823,56068,77239,-,-
MNG,GEN,Pondicherry,"Aarupadai Veedu, Pondicherry",EMERGENCY MEDICINE,"₹ 35,00,000","₹40,000",0,₹0,584,86548,95514,95514,-,-,78302,77242,77242,-,-
AIQ,GEN-PwD,Delhi,"MAMC, Delhi",PAEDIATRICS,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,-,-,-,-,-,77297,77297,77297,-,-
MNG,GEN,Tamil Nadu,"SRM Med Coll, Kancheepuram",ORTHOPAEDICS,"₹ 45,00,000","₹50,923",0,₹0,1590,72415,72415,72975,-,-,70016,71481,77306,-,-
NBE Diploma,SC,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DO,"₹1,25,000","₹70,000",0,₹ 0,550,-,-,-,-,-,62190,62190,77351,-,-
NRI,GEN,Maharashtra,"MGM Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹ 1,00,00,000","₹88,000",1,"₹25,00,000",700,79100,79100,79100,-,-,77456,77456,77456,-,-
MNG,GEN,Tamil Nadu,"ACS Med Coll, Chennai",TBRD,"₹ 35,00,000","₹ 20,000",0,₹0,1050,60041,71832,71832,-,-,70700,72668,77506,-,-
DNB Post MBBS,ST,Gujarat,"ShethVadilalGenHosp,Ahmedabad",DNBORTHOPAEDICS,"₹1,25,000","₹ 1,00,800",0,₹0,500,76191,75289,68440,91172,94233,54078,60836,77507,-,-
AFMS,AFMS-Priority IV,Maharashtra,"AFMC, Pune",ENT,"₹ 1,43,500","₹91,282",5,"₹ 57,50,000",1082,-,-,-,-,-,-,77524,77524,-,-
NRI,GEN,Tamil Nadu,"SRMC & RI, Chennai",OBG,"₹ 62,63,000","₹48,000",0,₹0,1800,85205,85205,85205,-,-,77585,77585,77585,-,-
AIQ,ST,Uttar Pradesh,"JNMC , Aligarh",RADIATION ONCOLOGY,"₹38,000","₹ 1,08,000",0,₹0,1269,-,-,-,-,-,43329,61861,77640,93950,111394
NBE Diploma,EWS,Odisha,"FakirMohanMed,Balasore,Odisha",DFAM,"₹1,25,000","₹70,868",2,"₹ 34,78,000",360,80098,91991,95897,82252,-,60817,66997,77736,68840,73559
AIQ,ST,Maharashtra,"Govt Med Coll, Jalgaon",ANAESTHESIOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",441,-,-,-,-,-,63001,66353,77753,-,-
AFMS,AFMS-Priority III,Maharashtra,"AFMC, Pune",GENERAL MEDICINE,"₹ 1,43,500","₹91,282",5,"₹ 57,50,000",1082,-,-,-,-,-,-,75973,77773,116851,-
NBE Diploma,SC,Jammu and Kashmir,"Govt Dist Hosp, Shopian Kashmir",DA,"₹1,25,000","₹48,000",0,₹0,105,70569,72377,79784,91188,-,-,-,77841,-,-
NBE Diploma,SC,Uttar Pradesh,"ShriShivPrasadDistHos,Varanasi",DO,"₹1,25,000","₹70,000",0,₹ 0,316,-,-,-,-,-,-,-,77843,-,-
NBE Diploma,ST,Maharashtra,"District Hospital, Beed, MH",DGO,"₹1,25,000","₹ 75,144",1,"₹50,00,000",-,-,-,-,-,-,77855,77855,77855,-,-
NRI,GEN,Karnataka,"KS Hegde, Mangalore",GENERAL MEDICINE,"₹ 63,30,000","₹ 45,000",0,₹0,1000,69024,69024,69024,-,-,59096,74166,77866,-,-
MNG,GEN,Pondicherry,"Vinayaka Missions, Karaikal",OPHTHALMOLOGY,"₹ 27,00,000","₹40,000",0,₹0,590,73225,83063,83063,91599,-,72388,77073,77990,56276,70982
DNB Post MBBS,ST,Tamil Nadu,"Southern Railway Hosp, Chennai",DNBORTHOPAEDICS,"₹1,25,000","₹ 52,451",0,₹0,505,-,-,-,-,-,64675,77996,77996,-,-
DNB Post MBBS,ST,Jammu and Kashmir,"Govt Med Coll Hosp, Anantnag",DNBORTHOPAEDICS,"₹1,25,000","₹ 59,500",0,₹0,363,-,-,-,-,-,58670,77507,78066,90703,-
MNG,GEN,Maharashtra,"DY Patil, Pimpri, Pune",GENERAL SURGERY,"₹ 45,00,000","₹ 76,629",1,₹ 0,2011,63319,68746,68746,63884,-,72096,77384,78110,82812,101372
MNG,GEN,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",OPHTHALMOLOGY,"₹ 32,00,000","₹56,010",0,₹0,800,81508,91587,89372,-,-,76131,79686,78127,-,-
MNG,GEN,Maharashtra,"MGM Med Coll, Aurangabad",ANAESTHESIOLOGY,"₹ 30,00,000","₹88,000",1,"₹25,00,000",700,78723,78723,78723,-,-,78179,78155,78155,54600,-
MNG,GEN,Maharashtra,"DY Patil, Pimpri, Pune",EMERGENCY MEDICINE,"₹ 45,00,000","₹ 76,629",1,₹ 0,2011,72344,88599,88599,-,-,73038,78188,78188,-,-
NRI,GEN,Karnataka,"JN Medical College, Belgaum",GENERAL MEDICINE,"₹ 82,08,000","₹ 45,000",1,"₹ 10,00,000",2400,99096,99096,99096,55044,-,78213,78213,78213,-,-
NBE Diploma,SC,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DFAM,"₹1,25,000","₹ 80,000",0,₹ 0,312,-,-,-,-,-,-,-,78298,-,-
NRI,GEN,Haryana,"MMIMS, Mullana, Ambala",OPHTHALMOLOGY,"₹ 50,10,000","₹56,100",1,"₹10,00,000",940,-,-,164382,136070,150961,78348,78348,78348,-,-
NBE Diploma,SC,Rajasthan,"Govt Med Coll Hosp, Dungarpur",DO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,-,-,-,-,-,52369,71405,78374,-,-
MNG,GEN,Pondicherry,"MGMC & RI, Pondicherry",OPHTHALMOLOGY,"₹ 35,00,000","₹40,000",0,₹ 0,1380,81609,83466,80776,84165,87151,78350,78379,78379,82212,91132
AIQ,ST,Rajasthan,"Govt Med Coll, Pali",ANAESTHESIOLOGY,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",-,-,-,-,-,-,62613,77239,78446,89184,-
DNB Post MBBS,ST,Karnataka,"District Hospital, Dharwad",DNBGENERAL SURGERY,"₹1,25,000","₹ 45,000",1,"₹20,00,000",250,-,-,-,-,-,77888,78526,78526,-,-
NBE Diploma,ST,Haryana,"BPS Med Coll, Sonepat",DGO,"₹1,25,000","₹1,00,980",0,₹0,550,-,-,-,-,-,-,-,78563,-,-
NRI,GEN,Pondicherry,"MGMC & RI, Pondicherry",GENERAL MEDICINE,"₹ 58,45,000","₹40,000",0,₹ 0,1380,85113,85113,85113,-,-,78578,78578,78578,-,-
MNG,GEN,Pondicherry,"Vinayaka Missions, Karaikal",ORTHOPAEDICS,"₹ 37,00,000","₹40,000",0,₹0,590,69364,73605,73605,-,-,72506,75894,78689,-,-
DU,ST,Delhi,"UCMS, Delhi",PSYCHIATRY,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,-,-,-,-,-,31121,78691,78691,-,-
AFMS,AFMS-Priority IV,Karnataka,"Command Hospital, Bangalore",ENT,"₹ 20,000","₹56,250",5,"₹ 57,50,000",716,-,-,-,-,-,-,78706,78706,-,-
AIQ,ST,Uttar Pradesh,"MLB Med Coll, Jhansi",ANAESTHESIOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",700,65839,74119,74785,-,-,62989,74078,78808,89168,-
MNG,GEN,Maharashtra,"JN Med College, Meghe, Wardha",ANAESTHESIOLOGY,"₹ 24,00,000","₹ 66,829",1,"₹5,00,000",2150,84156,90201,86013,71345,-,75612,78832,78832,65960,-
AFMS,AFMS-Priority IV,Maharashtra,"INHS, Aswini",ENT,"₹ 1,71,850","₹91,082",5,"₹ 57,50,000",825,-,-,-,-,-,-,78931,78931,-,-
MNG,GEN,Karnataka,"Rajeshwari, Bangalore",GENERAL SURGERY,"₹ 42,00,000","₹ 25,000",0,₹0,1460,73247,76696,76696,71125,-,74753,78886,79001,-,-
AIQ,ST,Jharkhand,"Rajendra IMS, Ranchi",ENT,"₹1,500","₹ 1,00,770",3,"₹ 30,00,000",1754,-,-,-,-,-,56424,56424,79073,-,-
NBE Diploma,ST,Rajasthan,"SK Hospital, Sikar, Rajasthan",DGO,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,-,-,-,-,-,89669,79093,79093,-,-
NBE Diploma,ST,Maharashtra,"New Thergaon Hosp, Thergaon",DCH,"₹1,25,000","₹ 75,144",0,₹0,200,-,-,-,-,-,79102,79102,79102,-,-
AFMS,AFMS-Priority III,Uttar Pradesh,"Command Hospital, Lucknow",GENERAL MEDICINE,"₹ 38,700","₹1,21,878",5,"₹ 57,50,000",780,-,-,-,-,-,-,79142,79142,-,-
NBE Diploma,SC,Odisha,"Bhima Bhoi Med Coll, Balangir",DA,"₹1,25,000","₹70,868",2,"₹ 34,78,000",Info Not Available,-,-,-,-,-,63240,68563,79145,-,-
NRI,GEN,Maharashtra,"MGM Med Coll, Navi Mumbai",GENERAL MEDICINE,"₹ 1,00,00,000","₹88,000",1,"₹25,00,000",1740,91946,72446,72446,-,-,59311,75539,79218,-,-
NRI,GEN,Karnataka,"Kasturba Med Coll, Manipal",ORTHOPAEDICS,"₹ 49,43,000","₹ 45,000",0,₹0,2032,49629,49629,49629,-,-,79221,79221,79221,-,-
AIQ,ST,Karnataka,"Bidar IMS, Bidar",OPHTHALMOLOGY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",500,-,-,-,-,-,62225,66014,79226,-,-
MNG,GEN,Tamil Nadu,"ACS Med Coll, Chennai",EMERGENCY MEDICINE,"₹ 30,00,000","₹ 20,000",0,₹0,1050,61422,61422,61422,-,-,75512,79233,79233,-,-
MNG,GEN,Tamil Nadu,"Vinayaka Missions, Salem",ORTHOPAEDICS,"₹ 38,12,000","₹35,000",0,₹0,560,79824,82130,82130,-,-,73050,77021,79365,-,-
NRI,GEN,Maharashtra,"Rural Med Coll, LONI",OPHTHALMOLOGY,"₹ 1,52,74,000","₹ 64,559",1,"₹ 5,00,000",1275,-,-,108930,-,-,79408,79408,79408,-,-
NBE Diploma,SC,Uttar Pradesh,"Rani DurgavatiMedColl,Banda,UP",DFAM,"₹1,25,000","₹ 80,000",0,₹ 0,430,53014,73944,73944,-,-,73415,77746,79442,92477,-
DNB Post MBBS,ST,Bihar,"ESIC MC & Hosp Bihta, Patna",DNBFAMILY MEDICINE,"₹1,25,000","₹70,000",1,"₹ 7,50,000",330,-,-,-,-,-,79477,79477,79477,-,-
AFMS,AFMS-Priority III,Haryana,"Command Hospital, Chandimandir",GENERAL SURGERY,"₹ 1,17,000","₹ 1,00,980",5,"₹ 57,50,000",658,-,-,-,-,-,-,79493,79493,-,-
AIQ,ST,Karnataka,"Bangalore Med Coll, Bangalore",PSYCHIATRY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1993,-,-,-,-,-,47345,72236,79497,-,-
MNG,GEN,Maharashtra,"DY Patil, Navi Mumbai",EMERGENCY MEDICINE,"₹ 42,50,000","₹76,629",1,"₹10,00,000",1662,80236,91115,91115,-,-,78188,79531,79531,-,-
AIQ,ST,Karnataka,"ESIC Med Coll,Gulbarga",ANAESTHESIOLOGY,"₹ 2,50,000","₹ 1,11,780",2,"₹ 10,00,000",480,-,-,48643,89732,-,61630,64616,79651,-,-
AIQ,ST,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DORTHO,"₹ 50,000","₹ 52,451",2,"₹ 20,00,000",1400,85264,85264,85264,-,-,78066,79668,79668,-,-
AFMS-DNB,AFMS-Priority IV,Delhi,"Base Hospital, Delhi Cantt",DNBENT,"₹1,25,000","₹1,31,976",5,"₹ 57,50,000",-,-,-,-,-,-,-,79710,79710,-,-
JM,GEN,Gujarat,"SBKS, Vadodara",ANAESTHESIOLOGY,"₹ 18,45,000","₹ 1,00,800",1,"₹ 15,00,000",1340,91387,91387,91387,-,-,79777,79777,79777,-,-
MNG,GEN,Maharashtra,"DY Patil, Navi Mumbai",GERIATRICS,"₹ 30,00,000","₹76,629",1,"₹10,00,000",1662,64448,73431,90965,-,-,43094,53784,79862,-,-
MNG,GEN,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",PSYCHIATRY,"₹ 30,00,000","₹56,010",0,₹0,800,74561,89721,89721,-,-,62951,62951,79909,38488,96409
MNG,GEN,Karnataka,"Rajeshwari, Bangalore",ENT,"₹ 32,00,000","₹ 25,000",0,₹0,1460,90692,107526,107526,-,-,78232,79926,79926,81923,-
MNG,GEN,Tamil Nadu,"Vinayaka Missions, Salem",OPHTHALMOLOGY,"₹ 30,12,000","₹35,000",0,₹0,560,82157,88131,88131,-,-,74673,79727,79950,-,-
DNB Post MBBS,EWS,Karnataka,"Wenlock Dist Hosp, Mangalore",DNBIHBT,"₹1,25,000","₹ 45,000",1,"₹20,00,000",705,-,-,-,-,-,45073,63966,79982,82572,-
NBE Diploma,SC,Rajasthan,"JLN Govt Hosp, Nagaur",DA,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,-,-,-,-,-,67959,67189,80076,-,-
NRI,GEN,Karnataka,"Kasturba Med Coll, Mangalore",ORTHOPAEDICS,"₹ 49,43,000","₹ 45,000",0,₹0,1290,60536,60536,60536,-,-,80157,80157,80157,-,-
NBE Diploma,SC,Jammu and Kashmir,"Sher-I-Kashmir, Saura",DFAM,"₹1,25,000","₹82,000",0,₹0,785,-,-,-,-,-,79211,80265,80265,-,-
DNB Post MBBS,ST,West Bengal,"BR Singh Hospital, Kolkata",DNBGENERAL SURGERY,"₹1,25,000","₹1,08,564",0,₹0,465,-,-,-,-,-,75182,76240,80358,-,-
NRI,GEN,Karnataka,"Shri BM Patil, Vijayapura",OBG,"₹ 50,00,000","₹ 45,000",0,₹0,1130,103015,93000,93000,91399,-,81104,87296,80369,-,-
MNG,GEN,Maharashtra,"BVDU, Pune",ANAESTHESIOLOGY,"₹ 29,21,625","₹ 76,000",1,"₹ 12,00,000",856,88813,96659,96342,58739,82509,78216,80488,80488,-,-
MNG,GEN,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",ORTHOPAEDICS,"₹ 40,00,000","₹56,010",0,₹0,800,83153,93721,93721,-,-,71750,74733,80533,-,-
MNG,GEN,Karnataka,"Rajeshwari, Bangalore",PSYCHIATRY,"₹ 30,00,000","₹ 25,000",0,₹0,1460,75816,88381,88381,-,-,67663,80559,80559,93870,-
NRI,GEN,Karnataka,"Shri BM Patil, Vijayapura",GENERAL MEDICINE,"₹ 50,00,000","₹ 45,000",0,₹0,1130,88414,88414,88414,-,-,73314,73314,80565,96631,-
MNG,GEN,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,"₹ 40,00,000","₹45,000",1,"₹15,00,000",940,-,-,-,-,-,80169,80583,80583,82484,-
MNG,GEN,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,"₹ 26,00,000","₹45,000",1,"₹15,00,000",940,-,-,-,-,-,81034,80667,80667,-,-
AIQ,ST,West Bengal,Midnapore Medical College,ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1051,72538,79149,70501,89260,-,68748,80358,80678,99087,127506
NRI,GEN,Andhra Pradesh,"GITAM IMS, Vizag",OBG,"₹ 1,16,90,000","₹44,075",0,₹0,780,-,-,95290,-,-,80879,80879,80879,-,-
MNG,GEN,Maharashtra,"DY Patil, Navi Mumbai",OPHTHALMOLOGY,"₹ 42,50,000","₹76,629",1,"₹10,00,000",1662,76539,88251,88251,-,-,66575,73141,80906,-,-
AIQ,OBC-PwD,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,80975,80975,80975,-,-
MNG,GEN,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",GENERAL SURGERY,"₹ 36,00,000","₹48,000",0,₹0,1180,80214,80214,80214,-,-,80307,81149,81149,-,-
AIQ,ST,Tamil Nadu,Govt Dharmapuri Med Coll,ANAESTHESIOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",Info Not Available,67680,74465,83311,90340,-,67150,74807,81168,-,-
MNG,GEN,Pondicherry,"MGMC & RI, Pondicherry",GENERAL SURGERY,"₹ 40,00,000","₹40,000",0,₹ 0,1380,81248,87102,87102,-,-,75388,81174,81174,-,-
AFMS-DNB,AFMS-Priority III,Delhi,"Base Hospital, Delhi Cantt",DNBOBG,"₹1,25,000","₹1,31,976",5,"₹ 57,50,000",-,-,-,-,-,-,-,81219,81219,-,-
AIQ,ST,West Bengal,Calcutta National Med Coll,ENT,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1470,64377,73530,73530,-,-,53669,55339,81285,-,-
AFMS,AFMS-Priority IV,West Bengal,"Command Hospital, Kolkata",ENT,"₹ 12,000","₹49,884",5,"₹ 57,50,000",760,-,-,-,-,-,-,81307,81307,-,-
MNG,GEN,Maharashtra,"DY Patil, Navi Mumbai",GENERAL SURGERY,"₹ 43,50,000","₹76,629",1,"₹10,00,000",1662,77324,80740,80740,62983,-,78110,79469,81458,94232,100304
NRI,GEN,Odisha,"Kalinga IMS, Bhubaneswar",GENERAL SURGERY,"₹ 41,75,000","₹70,000",0,₹0,1750,62343,64539,62819,-,-,81489,81489,81489,-,-
MNG,GEN,Maharashtra,"Datta Meghe Med Coll, Nagpur",ANAESTHESIOLOGY,"₹ 24,00,000","₹66,629",1,"₹5,00,000",925,-,-,-,-,-,74396,81615,81615,68157,-
AIQ,ST,West Bengal,"Medical College, Kolkata",ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2668,65624,78080,78080,-,-,55153,78446,81668,-,-
MNG,GEN,Maharashtra,"DY Patil, Navi Mumbai",OBG,"₹ 68,50,000","₹76,629",1,"₹10,00,000",1662,65202,85934,85934,65043,-,60393,71392,81680,88435,-
MNG,GEN,Karnataka,"Yenepoya Med Coll, Mangalore",ANAESTHESIOLOGY,"₹ 30,00,000","₹ 45,000",0,₹0,910,86163,95135,95135,-,-,76073,81707,81707,-,-
IP,GEN,Delhi,"ABVIMS , Delhi",PMR,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,-,-,-,-,-,48396,81788,81788,-,-
NBE Diploma,SC,Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DA,"₹1,25,000","₹ 59,500",0,₹0,363,-,-,-,-,-,55797,76043,81806,79153,-
NBE Diploma,SC,Jharkhand,"Central Hospital, Ranchi",DO,"₹1,25,000","₹ 56,100",0,₹0,200,59807,79821,65947,88189,97948,58160,76706,81814,-,-
NBE Diploma,SC,West Bengal,"Kandi Sub Div Hosp,Murshidabad",DO,"₹1,25,000","₹49,884",0,₹0,-,-,-,-,-,-,72706,79145,82004,-,-
MNG,GEN,Tamil Nadu,"ACS Med Coll, Chennai",OPHTHALMOLOGY,"₹ 30,00,000","₹ 20,000",0,₹0,1050,81194,77031,71788,81485,-,64900,74756,82083,-,-
NRI,GEN,Pondicherry,"Aarupadai Veedu, Pondicherry",DERMATOLOGY,"₹ 65,41,000","₹40,000",0,₹0,584,-,-,119107,-,-,102959,82098,82098,-,-
NBE Diploma,SC,Rajasthan,"SK Hospital, Sikar, Rajasthan",DFAM,"₹1,25,000","₹ 60,375",0,₹ 0,Info Not Available,-,-,-,-,-,80334,78374,82105,-,-
NRI,GEN,Tamil Nadu,"Saveetha, Kanchipuram",OBG,"₹ 50,10,000","₹ 35,000",0,₹ 0,1250,76781,76781,76781,-,-,82290,82290,82290,-,-
AIQ,ST,Rajasthan,"Jhalawar Med Coll, Jhalawar",ANAESTHESIOLOGY,"₹ 88,265","₹ 82,800",2,"₹ 25,00,000",Info Not Available,73201,77062,82630,86269,-,63465,76447,82316,-,-
MNG,GEN,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",PSYCHIATRY,"₹ 33,00,000","₹48,000",0,₹0,1180,83825,96035,96035,-,-,73798,82468,82468,-,-
AIQ,ST,Karnataka,"Chamrajanagar IMS, Karnataka",OPHTHALMOLOGY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",750,-,-,-,-,-,51148,68503,82478,89252,-
NRI,GEN,Maharashtra,"JN Med College, Meghe, Wardha",RADIO DIAGNOSIS,"₹ 75,15,000","₹ 66,829",1,"₹5,00,000",2150,110665,108316,108316,-,-,82518,82518,82518,-,-
NRI,GEN,Kerala,"Amrita School of Med, Kochi",GENERAL MEDICINE,"₹ 66,80,000","₹43,000",0,₹0,1110,86271,83611,83611,-,-,86869,82577,82577,-,-
MNG,GEN,Andhra Pradesh,"GITAM IMS, Vizag",ANAESTHESIOLOGY,"₹ 29,70,000","₹44,075",0,₹0,780,96538,96538,96538,83630,-,81049,82863,82863,-,-
NRI,GEN,Tamil Nadu,"Saveetha, Kanchipuram",TBRD,"₹ 50,10,000","₹ 35,000",0,₹ 0,1250,87995,87995,87995,-,-,87476,87476,82891,-,-
AIQ,ST,Karnataka,"Gulbarga IMS, Gulbarga",ENT,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",873,-,-,-,-,-,16739,66123,82952,-,-
AIQ,ST,West Bengal,"Nilratan Sircar, Kolkata",ANAESTHESIOLOGY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1920,70584,78730,78730,-,-,62801,79651,82971,-,-
MM,GEN,Karnataka,"Yenepoya Med Coll, Mangalore",OPHTHALMOLOGY,"₹ 35,00,000","₹ 45,000",0,₹0,910,57709,95699,95699,-,-,70990,83907,82982,-,-
AIQ,ST,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ANAESTHESIOLOGY,"₹40,000","₹ 1,00,980",2,"₹ 40,00,000",1050,-,-,-,-,-,61716,64825,83046,86600,87892
NBE Diploma,ST,Delhi,"Shri Dada DevMatriAvum, Dabri",DCH,"₹1,25,000","₹1,26,927",0,₹ 0,106,-,-,-,-,-,74995,71144,83158,-,-
AIQ,ST,Gujarat,"Govt Med Coll, Bhavnagar",ANAESTHESIOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",720,-,-,-,-,-,56350,74197,83298,-,-
MNG,GEN,Karnataka,"SDU Med Coll, Kolar",PSYCHIATRY,"₹ 30,00,000","₹ 45,000",1,"₹ 22,00,000",1100,69604,97118,97118,-,-,72637,83324,83324,-,-
